registro,type,modified,language,license,rightsHolder,accessRights,bibliographicCitation,references,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,disposition,associatedMedia,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOccurrences,associatedOrganisms,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,minimumElevationInMeters,maximumElevationInMeters,verbatimElevation,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,identificationQualifier,typeStatus,identifiedBy,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,_class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,measurementID,measurementType,measurementValue,measurementAccuracy,measurementUnit,measurementDeterminedBy,measurementDeterminedDate,measurementMethod,measurementRemarks,resourceRelationshipID,resourceID,relatedResourceID,relationshipOfResource,relationshipAccordingTo,relationshipEstablishedDate,relationshipRemarks,uniprot
644,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV1357,TULV1357,28932,J. Cuatrecasas,,,,,,,,,,,,https://flic.kr/p/oJU5qp,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1979-04-10,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Bugalagrande,La Uribe,"Cordillera Central, vertiente occidental, piedemonte entre la Uribe y Astelia (Bugalagrande-Sevilla), vuelta el Violín.",,1120,1120,,,,,,,,,4.2333,-75.9333,WGS84,,,,,04°14'00''N,75°56'00''W,grados minutos segundos,,,,,J. Cuatrecasas,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Cuatecasas,1979,,,,,,,,,,,,Liabum melastomoides (Kunth) Less.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Liabum,,melastomoides,,Especie,,(Kunth) Less.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1447785
645,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV1358,TULV1358,28932,J. Cuatrecasas,,,,,,,,,,,,https://flic.kr/p/oJUpE6,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1979-04-10,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Bugalagrande,La Uribe,"Cordillera Central, Vertiente Occidental, piedemonte entre La Uribe y Astelia (Bugalagrande-Sevilla), vuelta del Violin",,1120,1120,,,,,,,,,4.2333,-75.9333,WGS84,,,,,04°14'00''N,75°56'00''W,grados minutos segundos,,,,,J. Cuatrecasas,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Cuatrecasas,1979,,,,,,,,,,,,Liabum melastomoides (Kunth) Less.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Liabum,,melastomoides,,Especie,,(Kunth) Less.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1447785
646,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV1515,TULV1515,219,W. Devia,,,,,,,,,,,,https://flic.kr/p/oJHqSE,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1983-08-10,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Versalles,,"Vereda El Cedro, Riveras rio Garrapatas y Quebrada Aguas Sucias",,1000,1000,,,,,,,,,4.55,-76.1333,WGS84,,,,,04°33'00''N,76°08'00''W,grados minutos segundos,,,,,W. Devia,,,,,,,,,,,,,,,,,,,,,,,,,cf. buphthalmoides,,H. Robinson,1989,,,,,,,,,,,,Heliopsis buphthalmoides (Jacq.) Dunal,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Heliopsis,,buphthalmoides,,Especie,,(Jacq.) Dunal,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1447785
647,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV1516,TULV1516,220,W. Devia,,,,,,,,,,,,https://flic.kr/p/pFGM9S,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1983-08-10,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Versalles,,"Vereda El Cedro, Riveras rio Garrapatas y Quebrada Aguas Sucias",,1000,1000,,,,,,,,,4.55,-76.1333,WGS84,,,,,04°33'00''N,76°08'00''W,grados minutos segundos,,,,,W. Devia,,,,,,,,,,,,,,,,,,,,,,,,,,,H. Robinson,1990,,,,,,,,,,,,Tessaria integrifolia Ruiz & Pav.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Tessaria,,integrifolia,,Especie,,Ruiz & Pav.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1447785
648,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV1777,TULV1777,414,H. Murphy,,,,,,,,,,,,https://flic.kr/p/pFg6ZP,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1982-05-19,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Yotoco,Mediacanoa,"Way between Mediacanoa and finca Las Palmas, on the way to Darien",,1200,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Pruski,1983,,,,,,,,,,,,Calea sessiliflora Less.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Calea,,sessiliflora,,Especie,,Less.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1447785
649,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV2189,TULV2189,536,W. Devia,,,,,,,,,,,,https://flic.kr/p/pFfXFK,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1984-04-04,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes",,1050,1050,,,,,,,,,4.0283,-76.1689,WGS84,,,,,"04°01'42""N","76°10'08""W",grados minutos segundos,,,,,W. Devia,,,,,,,,,,,,,,,,,,,,,,,,,,,Dillom,1985,,,,,,,,,,,,Centratherum punctatum Cass.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Centratherum,,punctatum,,Especie,,Cass.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2588548
650,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV2190,TULV2190,537,W. Devia,,,,,,,,,,,,https://flic.kr/p/pp8SsB,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1984-04-04,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes",,1050,1050,,,,,,,,,4.0283,-76.1689,WGS84,,,,,"04°01'42""N","76°10'08""W",grados minutos segundos,,,,,W. Devia,,,,,,,,,,,,,,,,,,,,,,,,,,,V. M. Patino,1984,,,,,,,,,,,,Tithonia rotundifolia (Mill.) S.F.Blake,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Tithonia,,rotundifolia,,Especie,,(Mill.) S.F.Blake,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2588548
651,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV2191,TULV2191,538,W. Devia,,,,,,,,,,,,https://flic.kr/p/ppe3Vi,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1984-04-24,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes",,1050,1050,,,,,,,,,4.0283,-76.1689,WGS84,,,,,"04°01'42""N","76°10'08""W",grados minutos segundos,,,,,W. Devia,,,,,,,,,,,,,,,,,,,,,,,,,,,V. M. Patino,1984,,,,,,,,,,,,Onoseris onoseroides (Kunth) B.L.Rob.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Onoseris,,onoseroides,,Especie,,(Kunth) B.L.Rob.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2588548
652,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV2851,TULV2851,374,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/pDy3mE,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1978-01-30,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,,Hacienda Santa Lucia,,1050,1050,,,,,,,,,3.9333,-75.9333,WGS84,,,,,03°56'00''N,75°56'00''W,grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,B. R. Ramirez,2004,,,,,,,,,,,,Pseudelephantopus,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Pseudelephantopus,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2588548
653,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV2897,TULV2897,439,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/oJPqEo,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1978-04-13,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes",,1050,1050,,,,,,,,,4.0283,-76.1689,WGS84,,,,,"04°01'42""N","76°10'08""W",grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,B. R. Ramirez,2004,,,,,,,,,,,,Lycoseris,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Lycoseris,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2588548
654,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV2926,TULV2926,485,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/pFzekt,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1978-05-09,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes, laderas en via de repoblacion natural piedemonte.",,1100,1100,,,,,,,,,4.0283,-76.1689,WGS84,,,,,"04°01'42""N","76°10'08""W",grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,B. R. Ramirez,2004,,,,,,,,,,,,Clibadium,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Clibadium,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2623252
655,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV2930,TULV2930,489,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/ppeJfd,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1978-05-09,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes, laderas en via de repoblacion natural piedemonte.",,1100,1100,,,,,,,,,4.0283,-76.1689,WGS84,,,,,"04°01'42""N","76°10'08""W",grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tagetes,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Tagetes,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2623252
656,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV2944,TULV2944,509,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/pp5xJv,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1978-06-21,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes, reserva natural.",,1100,1100,,,,,,,,,4.0283,-76.1689,WGS84,,,,,"04°01'42""N","76°10'08""W",grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gynoxys,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Gynoxys,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2623252
657,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV2951,TULV2951,598,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/pp8448,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1979-01-30,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes, laderas en via de repoblacion natural piedemonte.",,1100,1100,,,,,,,,,4.0283,-76.1689,WGS84,,,,,"04°01'42""N","76°10'08""W",grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vernonia,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Vernonia,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2631228
658,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV2997,TULV2997,671,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/pp8HxF,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1979-05-15,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Sevilla,La Estelia,Corregimiento La Estelia,,1200,1200,,,,,,,,,4.2333,-75.9667,WGS84,,,,,04°14'00''N,75°58'00''W,grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,J. L. Fernandez,2004,,,,,,,,,,,,Fleischmannia,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Fleischmannia,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2631228
659,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV3054,TULV3054,733,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/oJLnuk,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1979-05-17,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Bugalagrande,Paila Arriba,"Corregimiento Paila Arriba, Quebrada San Pablo, Hacienda San Marcos.",,1200,1200,,,,,,,,,4.2167,-76,WGS84,,,,,04°13'00''N,76°00'00''W,grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,B. R. Ramirez,2004,,,,,,,,,,,,Heliopsis buphthalmoides (Jacq.) Dunal,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Heliopsis,,buphthalmoides,,Especie,,(Jacq.) Dunal,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2631228
660,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV3120,TULV3120,817,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/pFQkQi,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1979-05-23,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Vijes,,Quebrada Villanueva.,,1000,1000,,,,,,,,,3.65,-76.5,WGS84,,,,,03°39'00''N,76°30'00''W,grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,B. R. Ramirez,2004,,,,,,,,,,,,Lycoseris,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Lycoseris,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2631228
661,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV3133,TULV3133,833,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/pp88wW,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1979-05-23,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Vijes,,Quebrada Villanueva.,,1000,1000,,,,,,,,,3.65,-76.5,WGS84,,,,,03°39'00''N,76°30'00''W,grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,J. L. Fernandez,2004,,,,,,,,,,,,Critonia morifolia (Mill.) R.M.King & H.Rob.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Critonia,,morifolia,,Especie,,(Mill.) R.M.King & H.Rob.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2631228
662,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV3564,TULV3564,990,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/pp8SXx,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1980-02-11,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Zarzal,,"Vía Zarzal-Armenia, Km. 26. relictos boscosos.",,1100,1100,,,,,,,,,4.4167,-75.8667,WGS84,,,,,04°25'00''N,75°52'00''W,grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,B. R. Ramirez,2004,,,,,,,,,,,,Clibadium,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Clibadium,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2631228
663,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV3599,TULV3599,1026,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/pFzpYE,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1980-02-13,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Zarzal,Vallejuelo,Corregimiento Vallejuelo,,1000,1000,,,,,,,,,4.4167,-75.8667,WGS84,,,,,04°25'00''N,75°52'00''W,grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,H. Cuadros,1980,,,,,,,,,,,,Artemisia absinthium L.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Artemisia,,absinthium,,Especie,,L.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2631228
664,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV3603,TULV3603,1030,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/pFCEdD,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1980-02-13,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Zarzal,Vallejuelo,"Corregimiento Vallejuelo, Unidad Regional de Salud.",,1000,1000,,,,,,,,,4.4167,-75.8667,WGS84,,,,,04°25'00''N,75°52'00''W,grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tagetes erecta L.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Tagetes,,erecta,,Especie,,L.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2631228
665,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV3688,TULV3688,1212,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/pp4gz6,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1980-10-22,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes",,1050,1050,,,,,,,,,4.0283,-76.1689,WGS84,,,,,"04°01'42""N","76°10'08""W",grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,B. R. Ramirez,2004,,,,,,,,,,,,Acmella,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Acmella,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,13393
666,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV3692,TULV3692,1216,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/pp7SMA,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1980-10-22,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes",,1050,1050,,,,,,,,,4.0283,-76.1689,WGS84,,,,,"04°01'42""N","76°10'08""W",grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,B. R. Ramirez,2004,,,,,,,,,,,,Hebeclinium macrophyllum (L.) DC.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Hebeclinium,,macrophyllum,,Especie,,(L.) DC.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,13393
667,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV3735,TULV3735,1264,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/oJHLmu,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1980-12-22,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Riofrío,Fenicia,"Corregimiento Fenicia, vía La Sonora-Fenicia-Los Alpes.",,1300,1300,,,,,,,,,4.0833,-76.3667,WGS84,,,,,04°05'00''N,76°22'00''W,grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,B. R. Ramirez,2004,,,,,,,,,,,,Chromolaena,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,ASTERACEAE,Chromolaena,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,13393
